HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common name,Female maturity (days),Male maturity (days),Gestation/Incubation (days),Weaning (days),Litter/Clutch size,Litters/Clutches per year,Inter-litter/Interbirth interval,Birth weight (g),Weaning weight (g),Adult weight (g),Growth rate (1/days),Maximum longevity (yrs),Source,Specimen origin,Sample size,Data quality,IMR (per yr),MRDT (yrs),Metabolic rate (W),Body mass (g),Temperature (K),References,Binomial Name,PlacentalMammal,Maximum longevity (months),YoungPerYear_Litters,YoungPerYear_Interval,YoungPerYear_Estimated,YoungMassPerYear_Estimated (g)
2151,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Dendrolagus,inustus,Grizzled tree kangaroo,510.0,,,540.0,1.0,,,,,11400.0,,23.8,671,captivity,tiny,acceptable,,,,,,"522,671",Dendrolagus inustus,False,285.6,,,,
2152,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Dendrolagus,matschiei,Matschie's tree kangaroo,845.0,,32.0,500.0,1.0,,410.0,,,7200.0,,26.9,671,captivity,medium,acceptable,,,7.96,6960.0,309.45,"36,420,434,448,455,522,671",Dendrolagus matschiei,False,322.79999999999995,,1.1232876712328768,1.1232876712328768,
2153,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Dendrolagus,ursinus,Black tree kangaroo,,,,,1.0,,,,,8000.0,,20.0,671,captivity,small,acceptable,,,,,,"455,671",Dendrolagus ursinus,False,240.0,,,,
2154,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Dorcopsis,luctuosa,Gray dorcopsis,450.0,,,,1.0,,191.0,,,3570.0,,13.9,671,captivity,small,acceptable,,,,,,"522,671",Dorcopsis luctuosa,False,166.8,,0.5232876712328767,0.5232876712328767,
2155,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Dorcopsis,muelleri,Brown dorcopsis,,,,270.0,1.0,,,,,5000.0,,12.4,671,captivity,small,acceptable,,,,,,"522,671",Dorcopsis muelleri,False,148.8,,,,
2156,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Dorcopsulus,macleayi,Papuan mountain wallaby,,,,,1.2,,,,,2988.0,,7.9,671,captivity,small,acceptable,,,,,,"671,730,978",Dorcopsulus macleayi,False,94.80000000000001,,,,
2157,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Lagorchestes,conspicillatus,Spectacled hare-wallaby,363.0,,30.0,204.0,1.0,,153.0,,,3000.0,,8.8,671,captivity,small,acceptable,,,4.749,2660.0,309.15,"36,420,522,671",Lagorchestes conspicillatus,False,105.60000000000001,,0.4191780821917808,0.4191780821917808,
2158,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Lagorchestes,hirsutus,Rufous hare-wallaby,330.0,,,150.0,1.0,,125.0,,1000.0,1310.0,,13.2,671,captivity,medium,acceptable,,,,,,"522,671",Lagorchestes hirsutus,False,158.39999999999998,,0.3424657534246575,0.3424657534246575,
2160,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,agilis,Agile wallaby,365.0,425.0,29.0,214.0,1.0,1.8,220.0,0.634,2286.7,16000.0,,16.9,671,captivity,medium,acceptable,,,,,,"434,455,522,671,978",Macropus agilis,False,202.79999999999998,0.5555555555555556,0.6027397260273972,0.5786669191759228,0.3668748267575351
2161,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,antilopinus,Antilopine wallaroo,802.0,,34.0,426.0,1.0,,270.0,0.703,,49500.0,,19.8,671,captivity,small,acceptable,,,,,,"434,455,522,542,671",Macropus antilopinus,False,237.60000000000002,,0.7397260273972602,0.7397260273972602,0.5200273972602739
2162,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,bernardus,Black wallaroo,,,,,1.0,,,,,17500.0,,11.8,671,captivity,tiny,acceptable,,,,,,"434,671,978",Macropus bernardus,False,141.60000000000002,,,,
2164,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,eugenii,Tammar wallaby,274.0,730.0,28.0,325.0,1.0,1.0,365.0,0.429,3000.0,6500.0,,15.1,671,captivity,medium,acceptable,,,7.78,4796.0,309.65,"36,244,420,434,455,522,542,671,730,978",Macropus eugenii,False,181.2,1.0,1.0,1.0,0.429
2165,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,fuliginosus,Western gray kangaroo,670.0,880.0,30.0,540.0,1.0,1.0,385.0,0.93433,11000.0,28250.0,0.0108,23.2,671,captivity,large,high,,,,,309.65,"434,455,522,542,671,731,978,1068,1142",Macropus fuliginosus,False,278.4,1.0,1.0547945205479452,1.027031898505565,0.9595867137307046
2166,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,giganteus,Eastern gray kangaroo,639.0,1290.0,36.0,319.0,1.0,1.0,342.0,0.89867,4000.0,49500.0,0.0066,25.0,556,captivity,large,high,,,,,309.45,"434,455,522,556,731,978,1000",Macropus giganteus,False,300.0,1.0,0.936986301369863,0.9679805273712189,0.8698950605326933
2167,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,parma,Parma wallaby,424.0,620.0,34.0,303.0,1.0,1.3,213.0,0.5067,754.0,4250.0,0.01,15.9,671,captivity,large,high,,,,,,"434,455,522,542,671,731,978",Macropus parma,False,190.8,0.7692307692307692,0.5835616438356164,0.669995203103159,0.33948656941237065
2169,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,robustus,Wallaroo,547.0,670.0,32.0,351.0,1.0,,264.0,0.703,2500.0,30000.0,0.0038,22.0,671,captivity,medium,acceptable,,,33.056,29647.9,309.25,"36,420,434,455,522,671,731",Macropus robustus,False,264.0,,0.7232876712328767,0.7232876712328767,0.5084712328767124
2170,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,rufogriseus,Red-necked wallaby,395.0,608.0,29.0,187.0,1.0,1.0,273.0,0.598,1483.3,16200.0,,15.2,671,captivity,large,acceptable,,,,,,"434,455,522,671,978",Macropus rufogriseus,False,182.39999999999998,1.0,0.7479452054794521,0.8648382539408465,0.5171732758566262
2171,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,rufus,Red kangaroo,517.0,806.0,33.0,360.0,1.0,,241.0,0.784,5000.0,55000.0,0.0075,25.0,671,captivity,large,high,,,31.353,28500.0,309.05,"36,420,434,455,522,671,731,1136,1142",Macropus rufus,False,300.0,,0.6602739726027398,0.6602739726027398,0.517654794520548
2172,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Onychogalea,fraenata,Ridled nail-tailed wallaby,185.0,,23.0,165.0,1.0,,125.0,,1900.0,5500.0,,7.4,671,captivity,small,acceptable,,,,,,"434,522,671",Onychogalea fraenata,False,88.80000000000001,,0.3424657534246575,0.3424657534246575,
2173,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Onychogalea,unguifera,Northern nail-tailed wallaby,,,,,1.0,,,,,5800.0,,5.5,671,captivity,small,acceptable,,,,,,"522,671",Onychogalea unguifera,False,66.0,,,,
2175,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Petrogale,brachyotis,Western rock wallaby,,,,,1.0,,,,,3700.0,,10.1,671,captivity,small,acceptable,,,,,,"522,671",Petrogale brachyotis,False,121.19999999999999,,,,
2176,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Petrogale,concinna,Nabarlek,430.0,,30.0,175.0,1.0,1.0,171.0,,300.0,1250.0,,11.7,671,captivity,small,acceptable,,,,,,"455,522,671,978",Petrogale concinna,False,140.39999999999998,1.0,0.4684931506849315,0.6844655949607193,
2178,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Petrogale,penicillata,Brush-tailed rock wallaby,540.0,590.0,30.0,273.0,1.0,,200.0,,735.0,6000.0,,14.3,671,captivity,medium,acceptable,,,,,,"434,455,671",Petrogale penicillata,False,171.60000000000002,,0.547945205479452,0.547945205479452,
2179,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Petrogale,xanthopus,Ringtailed rock wallaby,541.0,,31.0,344.0,1.1,,196.0,0.5,2500.0,6000.0,,14.4,671,captivity,medium,acceptable,,,,,,"455,522,671",Petrogale xanthopus,False,172.8,,0.5906849315068493,0.5906849315068493,0.29534246575342465
2180,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Setonix,brachyurus,Quokka,252.0,389.0,26.0,190.0,1.0,1.4,365.0,0.404,500.0,3500.0,0.0081,13.8,671,captivity,small,acceptable,,,4.695,2702.3,,"36,249,250,251,252,434,455,522,671,731,978",Setonix brachyurus,False,165.60000000000002,0.7142857142857143,1.0,0.8451542547285166,0.34144231891032073
2181,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Thylogale,billardierii,Tasmanian pademelon,435.0,435.0,29.0,202.0,1.0,1.0,204.0,0.42,1029.0,5000.0,0.0098,8.8,671,captivity,tiny,acceptable,,,,,,"434,455,522,671,731,978",Thylogale billardierii,False,105.60000000000001,1.0,0.558904109589041,0.7475988961930328,0.31399153640107375
2182,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Thylogale,brunii,Dusky pademelon,,,,,1.0,,,,,,,9.4,671,captivity,tiny,acceptable,,,,,,"671,978",Thylogale brunii,False,112.80000000000001,,,,
2183,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Thylogale,stigmatica,Red-legged pademelon,338.0,,29.0,252.0,1.0,,185.0,,,4100.0,,9.7,671,captivity,small,acceptable,,,,,,"522,671",Thylogale stigmatica,False,116.39999999999999,,0.5068493150684932,0.5068493150684932,
2184,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Thylogale,thetis,Red-necked pademelon,555.0,,,210.0,1.0,,182.0,,,3800.0,,9.0,671,captivity,small,acceptable,,,,,,"522,671",Thylogale thetis,False,108.0,,0.4986301369863014,0.4986301369863014,
2185,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Wallabia,bicolor,Swamp wallaby,426.0,426.0,36.0,256.0,1.0,1.4,243.0,0.61,,14625.0,0.0068,16.8,671,captivity,medium,acceptable,,,,,,"434,455,522,671,731,978",Wallabia bicolor,False,201.60000000000002,0.7142857142857143,0.6657534246575343,0.6895927497223758,0.42065157733064923
2186,Animalia,Chordata,Mammalia,Diprotodontia,Petauridae,Dactylopsila,trivirgata,Striped possum,,,,,1.5,,365.0,,,318.0,,9.6,671,captivity,small,acceptable,,,,,,"434,455,522,671",Dactylopsila trivirgata,False,115.19999999999999,,1.5,1.5,
2187,Animalia,Chordata,Mammalia,Diprotodontia,Petauridae,Gymnobelideus,leadbeateri,Leadbeater's possum,475.0,464.0,16.0,115.0,1.5,2.0,183.0,,34.0,127.0,,14.1,671,captivity,tiny,acceptable,,,0.574,166.0,308.15,"36,420,434,455,522,671,730,978",Gymnobelideus leadbeateri,False,169.2,0.75,0.7520547945205479,0.751026694525841,
2188,Animalia,Chordata,Mammalia,Diprotodontia,Petauridae,Petaurus,australis,Yellow-bellied glider,725.0,,,152.0,1.0,1.0,364.0,,285.0,572.5,,15.0,671,captivity,small,acceptable,,,,,,"434,455,522,671,978",Petaurus australis,False,180.0,1.0,0.9972602739726028,0.9986291974364673,
2189,Animalia,Chordata,Mammalia,Diprotodontia,Petauridae,Petaurus,breviceps,Sugar glider,236.0,456.0,16.0,122.0,2.0,1.3,311.0,0.194,25.0,110.0,0.0188,17.8,671,captivity,large,high,,,0.517,129.3,309.05,"36,420,434,455,522,671,731,978",Petaurus breviceps,False,213.60000000000002,1.5384615384615383,1.7041095890410958,1.6191686323737944,0.3141187146805161
2190,Animalia,Chordata,Mammalia,Diprotodontia,Petauridae,Petaurus,norfolcensis,Squirrel glider,,,20.0,122.0,1.5,,183.0,,,405.0,0.0249,14.8,671,captivity,medium,acceptable,,,,,,"434,455,522,671,731",Petaurus norfolcensis,False,177.60000000000002,,0.7520547945205479,0.7520547945205479,
2192,Animalia,Chordata,Mammalia,Diprotodontia,Phalangeridae,Phalanger,gymnotis,Ground cuscus,,,13.0,270.0,1.0,,,,,2400.0,,18.9,671,captivity,small,acceptable,,,,,309.55,"522,671,1056",Phalanger gymnotis,False,226.79999999999998,,,,
2194,Animalia,Chordata,Mammalia,Diprotodontia,Phalangeridae,Spilocuscus,maculatus,Spotted cuscus,,243.0,13.0,240.0,2.0,,365.0,,1700.0,3500.0,,17.0,671,captivity,tiny,acceptable,,,6.27,4250.0,307.85,"36,420,434,455,522,542,671",Spilocuscus maculatus,False,204.0,,2.0,2.0,
2197,Animalia,Chordata,Mammalia,Diprotodontia,Phalangeridae,Trichosurus,vulpecula,Brush-tailed possum,315.0,730.0,17.0,204.0,1.0,1.5,274.0,0.279,740.0,2395.0,0.0206,15.9,671,captivity,medium,acceptable,,,3.8,1993.5,309.15,"36,247,420,434,455,671,731,978,1143",Trichosurus vulpecula,False,190.8,0.6666666666666666,0.7506849315068492,0.7074295873120986,0.19737285486007553
2199,Animalia,Chordata,Mammalia,Diprotodontia,Phascolarctidae,Phascolarctos,cinereus,Koala,646.0,1095.0,31.0,342.0,1.0,1.0,471.0,0.36,1155.0,9300.0,0.0028,22.1,671,captivity,large,high,,,5.744,4732.4,308.95,"36,420,434,455,671,731,978,1136",Phascolarctos cinereus,False,265.20000000000005,1.0,1.2904109589041095,1.1359625693235273,0.4089465249564698
2200,Animalia,Chordata,Mammalia,Diprotodontia,Potoroidae,Aepyprymnus,rufescens,Rufous 'rat'-kangaroo,333.0,380.0,23.0,162.0,1.0,3.0,115.0,,,3250.0,,12.8,671,captivity,tiny,acceptable,,,5.978,2820.0,,"36,434,522,671,730,978",Aepyprymnus rufescens,False,153.60000000000002,0.3333333333333333,0.31506849315068497,0.324072262080895,
2203,Animalia,Chordata,Mammalia,Diprotodontia,Potoroidae,Bettongia,penicillata,Woylie,180.0,,18.0,150.0,1.0,3.0,102.0,0.29,500.0,1500.0,,18.8,671,captivity,medium,acceptable,,,3.132,1018.0,310.35,"36,420,455,511,522,671,978",Bettongia penicillata,False,225.60000000000002,0.3333333333333333,0.2794520547945205,0.3052059713234766,0.08850973168380821
2205,Animalia,Chordata,Mammalia,Diprotodontia,Potoroidae,Potorous,longipes,Long-footed potoroo,755.0,,38.0,161.0,1.0,,151.0,,890.0,1650.0,,15.3,671,captivity,small,acceptable,,,,,,"522,671",Potorous longipes,False,183.60000000000002,,0.41369863013698627,0.41369863013698627,
2206,Animalia,Chordata,Mammalia,Diprotodontia,Potoroidae,Potorous,tridactylus,Long-nosed potoroo,400.0,,30.0,154.0,1.0,2.0,145.0,0.333,118.0,1430.0,0.0122,14.5,671,captivity,medium,acceptable,,,2.556,1045.5,309.05,"36,420,434,455,671,731,978",Potorous tridactylus,False,174.0,0.5,0.3972602739726028,0.44567941054787513,0.14841124371244244
2207,Animalia,Chordata,Mammalia,Diprotodontia,Pseudocheiridae,Hemibelideus,lemuroides,Lemuroid ringtail possum,,,,,1.0,,365.0,,,1040.0,,5.4,671,captivity,small,acceptable,,,,,,"434,522,542,671",Hemibelideus lemuroides,False,64.80000000000001,,1.0,1.0,
2209,Animalia,Chordata,Mammalia,Diprotodontia,Pseudocheiridae,Pseudocheirus,peregrinus,Ring-tailed possum,365.0,365.0,,180.0,2.0,1.5,200.0,0.3,400.0,850.0,,10.1,671,captivity,medium,acceptable,,,2.27,859.3,310.55,"36,420,434,455,671,978",Pseudocheirus peregrinus,False,121.19999999999999,1.3333333333333333,1.095890410958904,1.2087957704309988,0.3626387311292996
2211,Animalia,Chordata,Mammalia,Diprotodontia,Vombatidae,Lasiorhinus,krefftii,Northern hairy-nosed wombat,,,,365.0,1.0,1.0,548.0,,,31000.0,,30.0,671,captivity,small,acceptable,,,,,,"522,671,978",Lasiorhinus krefftii,False,360.0,1.0,1.5013698630136985,1.225303988002038,
2212,Animalia,Chordata,Mammalia,Diprotodontia,Vombatidae,Lasiorhinus,latifrons,Southern hairy-nosed wombat,547.0,547.0,21.0,312.0,1.0,,365.0,0.5,3633.0,25500.0,,29.9,671,captivity,medium,acceptable,,,16.001,27348.2,308.45,"36,420,455,522,671,730,1136",Lasiorhinus latifrons,False,358.79999999999995,,1.0,1.0,0.5
2213,Animalia,Chordata,Mammalia,Diprotodontia,Vombatidae,Vombatus,ursinus,Coarse-haired wombat,730.0,730.0,27.0,350.0,1.0,,730.0,0.5,5700.0,25500.0,,30.0,671,captivity,small,acceptable,,,,,,"434,455,522,671",Vombatus ursinus,False,360.0,,2.0,2.0,1.0
2214,Animalia,Chordata,Mammalia,Erinaceomorpha,Erinaceidae,Atelerix,albiventris,Four-toed hedgehog,84.0,,35.0,44.0,6.0,1.0,,10.0,,500.0,0.039,11.4,671,captivity,large,high,,,0.828,450.0,308.35,"36,420,448,455,671,678,731,978,1136",Atelerix albiventris,True,136.8,6.0,,6.0,60.0
2218,Animalia,Chordata,Mammalia,Erinaceomorpha,Erinaceidae,Erinaceus,amurensis,Amur hedgehog,,,,,,,,,,,,8.0,671,captivity,tiny,acceptable,,,,,,671,Erinaceus amurensis,True,96.0,,,,
2219,Animalia,Chordata,Mammalia,Erinaceomorpha,Erinaceidae,Erinaceus,concolor,Eastern European hedgehog,213.0,,35.0,,4.5,1.5,,22.0,,719.0,,7.0,671,captivity,tiny,acceptable,,,1.937,822.7,308.35,"36,420,455,671,678,978",Erinaceus concolor,True,84.0,3.0,,3.0000000000000004,66.00000000000001
2220,Animalia,Chordata,Mammalia,Erinaceomorpha,Erinaceidae,Erinaceus,europaeus,Western European hedgehog,253.0,253.0,30.0,42.0,1.5,1.6,,14.7,235.0,750.0,,11.7,671,captivity,medium,acceptable,,,2.434,1213.5,307.15,"36,420,434,455,542,610,671,676",Erinaceus europaeus,True,140.39999999999998,0.9375,,0.9375,13.78125
2221,Animalia,Chordata,Mammalia,Erinaceomorpha,Erinaceidae,Hemiechinus,auritus,Long-eared hedgehog,213.0,,39.0,36.0,4.0,1.0,365.0,10.0,,342.0,,7.6,671,captivity,small,acceptable,,,0.845,398.5,306.95,"36,420,434,455,671,678",Hemiechinus auritus,True,91.19999999999999,4.0,4.0,4.0,40.0
2222,Animalia,Chordata,Mammalia,Erinaceomorpha,Erinaceidae,Paraechinus,aethiopicus,Desert hedgehog,,,37.0,50.0,3.0,1.0,,8.5,,188.0,,6.3,671,captivity,small,acceptable,,,0.63,451.5,307.35,"36,420,434,455,671,678,730,978",Paraechinus aethiopicus,True,75.6,3.0,,3.0000000000000004,25.500000000000004
2223,Animalia,Chordata,Mammalia,Erinaceomorpha,Erinaceidae,Paraechinus,hypomelas,Brandt's hedgehog,,,,61.0,3.2,1.0,,,,292.0,,7.0,671,captivity,small,acceptable,,,,,,"434,455,542,610,671",Paraechinus hypomelas,True,84.0,3.2,,3.2,
2224,Animalia,Chordata,Mammalia,Hyracoidea,Procaviidae,Dendrohyrax,arboreus,Tree hyrax,365.0,365.0,229.0,152.0,2.0,,,380.0,,3000.0,,13.6,671,captivity,small,acceptable,,,,,,"434,455,671",Dendrohyrax arboreus,True,163.2,,,,
2226,Animalia,Chordata,Mammalia,Hyracoidea,Procaviidae,Procavia,capensis,Rock hyrax,500.0,500.0,215.0,116.0,3.0,1.0,365.0,205.0,500.0,3600.0,0.0112,14.8,671,captivity,medium,acceptable,,,4.954,2458.0,310.15,"36,420,434,455,610,671,680,731,817,978,1136,1143",Procavia capensis,True,177.60000000000002,3.0,3.0,3.0000000000000004,615.0000000000001
2230,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,brachyurus,Japanese hare,,,38.0,,2.1,2.5,,,,2519.0,,13.0,671,captivity,small,acceptable,,,,,,"671,978",Lepus brachyurus,True,156.0,0.8400000000000001,,0.8400000000000001,
2231,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,californicus,Black-tailed jackrabbit,243.0,,44.0,41.0,1.0,3.7,,84.34,1300.0,4175.0,0.0225,11.8,671,captivity,tiny,acceptable,,,7.314,2300.0,312.35,"36,420,434,455,489,610,671,680,731,1136",Lepus californicus,True,141.60000000000002,0.27027027027027023,,0.27027027027027023,22.794594594594592
2233,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,europaeus,European hare,236.0,,42.0,29.0,2.0,3.8,,119.67,390.0,4175.0,0.0191,10.7,671,captivity,small,acceptable,,,,,311.45,"434,542,610,671,676,731,1053",Lepus europaeus,True,128.39999999999998,0.5263157894736842,,0.5263157894736842,62.984210526315785
2234,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,timidus,Mountain hare,266.0,,50.0,23.0,2.0,2.1,50.0,107.93,492.0,4175.0,,18.0,640,wild,medium,acceptable,,,8.443,3014.5,312.85,"36,420,434,455,610,640",Lepus timidus,True,216.0,0.9523809523809523,0.273972602739726,0.5108094442387969,55.131663316693356
2237,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Sylvilagus,audubonii,Audubon's cottontail rabbit,164.0,107.0,29.0,28.0,3.0,5.0,,34.5,,900.0,,7.8,671,captivity,small,acceptable,,,2.506,686.9,311.45,"36,420,455,610,671,680",Sylvilagus audubonii,True,93.6,0.6,,0.6,20.7
2239,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Sylvilagus,floridanus,Eastern cottontail,123.0,,30.0,24.0,5.0,3.9,30.0,40.0,118.5,1150.0,0.0243,9.8,"Steven Austad, pers. comm.",captivity,small,acceptable,,,,,,"1,434,455,610,671,676,680,697,731",Sylvilagus floridanus,True,117.60000000000001,1.2820512820512822,0.4109589041095891,0.7258583814244267,29.03433525697707
2240,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Sylvilagus,nuttallii,Mountain cottontail,121.0,,30.0,34.0,3.6,3.5,,,,760.0,,7.4,671,captivity,small,acceptable,,,,,,"455,610,671",Sylvilagus nuttallii,True,88.80000000000001,1.0285714285714287,,1.0285714285714287,
2241,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Sylvilagus,palustris,Marsh rabbit,219.0,,34.0,,2.3,6.0,,,,1233.0,,7.6,671,captivity,small,acceptable,,,,,,"434,455,610,671,978",Sylvilagus palustris,True,91.19999999999999,0.3833333333333333,,0.3833333333333333,
2242,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Sylvilagus,transitionalis,New England cottontail,120.0,,28.0,16.0,4.8,2.5,,30.0,,902.6,,9.3,671,captivity,tiny,acceptable,,,,,,"455,610,671",Sylvilagus transitionalis,True,111.60000000000001,1.92,,1.92,57.599999999999994
2244,Animalia,Chordata,Mammalia,Lagomorpha,Ochotonidae,Ochotona,hyperborea,Northern pika,,,28.0,,3.0,,,9.6,,120.0,,9.4,671,captivity,small,acceptable,,,,,,"671,978",Ochotona hyperborea,True,112.80000000000001,,,,
2245,Animalia,Chordata,Mammalia,Lagomorpha,Ochotonidae,Ochotona,princeps,American pika,347.0,,30.0,28.0,3.0,2.2,30.0,9.0,81.1,100.0,0.0376,7.0,671,captivity,small,acceptable,,,0.932,109.0,313.25,"36,420,434,455,489,573,610,671,676,680,731,1136",Ochotona princeps,True,84.0,1.3636363636363635,0.24657534246575344,0.5798612794129222,5.2187515147163
2249,Animalia,Chordata,Mammalia,Macroscelidea,Macroscelididae,Elephantulus,intufi,Long-eared elephant shrew,335.0,183.0,52.0,38.0,1.6,,67.0,10.0,,52.0,,9.3,671,captivity,small,acceptable,,,0.29,46.5,310.35,"36,420,434,455,610,671",Elephantulus intufi,True,111.60000000000001,,0.2936986301369863,0.2936986301369863,2.9369863013698634
2250,Animalia,Chordata,Mammalia,Macroscelidea,Macroscelididae,Elephantulus,rozeti,North African elephant shrew,,,76.0,,2.5,2.0,,,,48.0,,7.2,671,captivity,small,acceptable,,,0.288,49.0,310.25,"36,420,434,542,610,671",Elephantulus rozeti,True,86.4,1.25,,1.25,
2251,Animalia,Chordata,Mammalia,Macroscelidea,Macroscelididae,Elephantulus,rufescens,Rufous elephant shrew,50.0,50.0,61.0,23.0,1.0,5.2,84.0,10.6,29.0,58.0,0.0481,7.9,671,captivity,small,acceptable,,,0.317,53.0,310.45,"36,420,434,455,542,610,671,731,1136",Elephantulus rufescens,True,94.80000000000001,0.1923076923076923,0.2301369863013699,0.2103737453920128,2.229961701155336
2252,Animalia,Chordata,Mammalia,Macroscelidea,Macroscelididae,Macroscelides,proboscideus,Short-eared elephant shrew,44.0,,65.0,19.0,1.6,,,7.0,,40.0,,8.7,671,captivity,medium,acceptable,,,0.292,39.0,309.35,"36,420,434,455,542,610,671,1136",Macroscelides proboscideus,True,104.39999999999999,,,,
2254,Animalia,Chordata,Mammalia,Macroscelidea,Macroscelididae,Rhynchocyon,chrysopygus,Golden-rumped elephant shrew,38.0,,42.0,15.0,1.0,4.5,81.0,80.0,180.0,540.0,,11.0,671,captivity,small,acceptable,,,,,,"434,455,542,610,671",Rhynchocyon chrysopygus,True,132.0,0.2222222222222222,0.22191780821917811,0.22206996305928156,17.765597044742524
2257,Animalia,Chordata,Mammalia,Monotremata,Ornithorhynchidae,Ornithorhynchus,anatinus,Duck-billed platypus,548.0,548.0,17.0,106.0,2.0,,365.0,,,1250.0,,22.6,671,captivity,small,acceptable,,,1.931,1030.3,307.15,"36,420,434,455,671",Ornithorhynchus anatinus,False,271.20000000000005,,2.0,2.0,
2258,Animalia,Chordata,Mammalia,Monotremata,Tachyglossidae,Tachyglossus,aculeatus,Short-beaked echidna,548.0,548.0,22.0,200.0,1.0,,730.0,0.379,400.0,3500.0,0.013,49.5,671,captivity,medium,acceptable,,,2.327,2909.0,303.85,"36,420,434,455,671,730,731,835,845,978,1136",Tachyglossus aculeatus,False,594.0,,2.0,2.0,0.758
2259,Animalia,Chordata,Mammalia,Monotremata,Tachyglossidae,Zaglossus,bruijni,Long-nosed echidna,,,10.0,152.0,1.0,,,,400.0,7500.0,,41.2,671,captivity,tiny,acceptable,,,6.493,11848.6,303.95,"36,420,434,455,671,978",Zaglossus bruijni,False,494.40000000000003,,,,
2262,Animalia,Chordata,Mammalia,Peramelemorphia,Peramelidae,Echymipera,rufescens,Long-nosed echymipera,,,,,2.2,,,,,1250.0,,3.1,671,captivity,small,acceptable,,,2.255,886.6,308.05,"36,420,434,671,978",Echymipera rufescens,False,37.2,,,,
2263,Animalia,Chordata,Mammalia,Peramelemorphia,Peramelidae,Isoodon,auratus,Golden bandicoot,,,12.0,,2.6,,,,,485.0,,6.7,671,captivity,tiny,acceptable,,,0.837,428.0,306.95,"36,420,522,671,978",Isoodon auratus,False,80.4,,,,
2264,Animalia,Chordata,Mammalia,Peramelemorphia,Peramelidae,Isoodon,macrourus,Northern brown bandicoot,122.0,200.0,12.0,60.0,4.0,2.7,58.0,0.1883,100.0,1600.0,0.0145,6.8,671,captivity,small,acceptable,,,3.202,1551.0,309.05,"36,420,434,455,522,671,730,731,978",Isoodon macrourus,False,81.6,1.4814814814814814,0.6356164383561643,0.9703885730725981,0.18272416830957022
2265,Animalia,Chordata,Mammalia,Peramelemorphia,Peramelidae,Isoodon,obesulus,Southern brown bandicoot,210.0,,15.0,62.0,2.73,2.2,140.0,0.35,125.0,700.0,0.0135,6.5,671,captivity,small,acceptable,,,1.238,717.0,307.05,"36,420,522,671,731,978",Isoodon obesulus,False,78.0,1.2409090909090907,1.0471232876712329,1.1399056131863936,0.39896696461523773
2266,Animalia,Chordata,Mammalia,Peramelemorphia,Peramelidae,Perameles,bougainville,Western barred bandicoot,120.0,,12.0,,1.8,,,,100.0,226.0,,5.8,671,captivity,small,acceptable,,,,,,"522,671,978",Perameles bougainville,False,69.6,,,,
