,Order,Family,Genus,Species,Binomial Name,AdultBodyMass (g),AdultForearmLen (mm),AdultHeadBodyLen (mm),AgeatEyeOpening (days),AgeatFirstBirth (days),BasalMetRate (mLO2hr),BasalMetRateMass (g),DispersalAge (days),GestationLen (days),InterbirthInterval (d),LitterSize (number),LittersPerYear (number),MaxLongevity (months),NeonateBodyMass (g),NeonateHeadBodyLen (mm),SexualMaturityAge (days),TeatNumber (number),WeaningAge (days),WeaningBodyMass (g),WeaningHeadBodyLen (mm),References,YoungPerYear_Litters (number),YoungPerYear_Interval (number),YoungPerYear_Estimated (number)
2096,Primates,Lepilemuridae,Lepilemur,edwardsi,Lepilemur edwardsi,821.58,,,,,,,,,,,,,,,,2.0,,,,511;1048;1261;1544;1547;2151;2655;2972;2973,,,
2097,Primates,Lepilemuridae,Lepilemur,leucopus,Lepilemur leucopus,599.99,,,,,,,365.0,135.92,,1.01,1.0,103.0,,,620.76,2.0,121.66,,,511;1048;1261;1544;1547;2151;2344;2655,1.01,,1.01
2098,Primates,Lepilemuridae,Lepilemur,microdon,Lepilemur microdon,952.33,,324.99,,,,,,,,,,,,,,2.0,,,,511;1048;1261;1544;2151;2655,,,
2099,Primates,Lepilemuridae,Lepilemur,mustelinus,Lepilemur mustelinus,669.03,,,,677.07,225.0,693.0,,133.45,,1.0,1.0,144.0,27.0,,663.81,2.0,76.21,,,208;511;543;730;1046;1048;1167;1261;1297;1544;1545;1547;1768;2151;2344;2428;2493;2655;2660;2986,1.0,,1.0
2100,Primates,Lepilemuridae,Lepilemur,ruficaudatus,Lepilemur ruficaudatus,763.36,,,,594.95,,,,135.92,,1.02,,,,,,2.0,119.32,,,511;1048;1261;1544;1547;2151;2344;2655;2986,,,
2101,Primates,Lepilemuridae,Lepilemur,septentrionalis,Lepilemur septentrionalis,755.77,,280.0,,,,,,134.99,,1.0,1.0,,,,377.57,2.0,120.97,,,511;1015;1048;1261;1544;1547;2151;2655,1.0,,1.0
2102,Rodentia,Muridae,Leporillus,apicalis,Leporillus apicalis,150.0,,202.87,,,,,,,,,,,,,,4.0,,,176.85,2655;2803,,,
2103,Rodentia,Muridae,Leporillus,conditor,Leporillus conditor,328.82,,192.73,,,,,,43.49,,2.95,,,,,244.09,4.0,40.87,,,456;899;1297;2655;2803;2978,,,
2104,Carnivora,Felidae,Leptailurus,serval,Leptailurus serval,11999.96,,832.51,9.03,851.66,258.06,1012.0,,73.74,182.5,2.35,2.5,276.0,254.0,,887.95,4.0,104.68,,,543;1113;1297;1573;1822;2655,0.9400000000000001,1.175,1.050951949424901
2105,Rodentia,Muridae,Leptomys,elegans,Leptomys elegans,83.52,,152.33,,,,,,,,1.88,,,,,,4.0,,,,456;977;2152;2655;2803,,,
2106,Rodentia,Muridae,Leptomys,ernstmayri,Leptomys ernstmayri,42.85,,120.88,,,,,,,,,,,,,,4.0,,,,661;977;2152;2655;2803,,,
2107,Rodentia,Muridae,Leptomys,signatus,Leptomys signatus,,,146.07,,,,,,,,,,,,,,4.0,,,,977;2152;2803,,,
2108,Carnivora,Phocidae,Leptonychotes,weddellii,Leptonychotes weddellii,400000.0,,2539.91,,1825.0,113712.0,368000.0,49.99,314.99,365.0,1.0,,300.0,27395.84,,1587.55,,43.35,109999.99,,367;543;890;1297;1763;2151;2655;2986,,1.0,1.0
2109,Chiroptera,Phyllostomidae,Leptonycteris,curasoae,Leptonycteris curasoae,25.27,52.79,,,,34.08,24.0,,121.66,,0.99,1.0,,,,,,41.99,,,106;108;196;899;1297;1658;2151;2295;2622;2655;2719;3023,0.99,,0.99
2110,Chiroptera,Phyllostomidae,Leptonycteris,nivalis,Leptonycteris nivalis,24.26,56.78,,,,,,,121.66,,1.0,1.0,,7.8,,,,,,,196;889;899;1297;1323;1658;1705;2143;2151;2655;2719,1.0,,1.0
2111,Chiroptera,Phyllostomidae,Leptonycteris,yerbabuenae,Leptonycteris yerbabuenae,22.24,53.37,,,,44.0,22.0,,,,0.99,,120.0,7.1,21.99,,,41.99,14.17,,544;657;1286;1297;1658;1705;1948;2143,,,
2112,Lagomorpha,Leporidae,Lepus,alleni,Lepus alleni,3930.0,,545.99,,,1787.5,3250.0,,41.99,,1.96,3.5,,182.0,138.72,,,,3000.0,,95;317;989;1297;1822;2124;2655,0.5599999999999999,,0.5599999999999999
2113,Lagomorpha,Leporidae,Lepus,americanus,Lepus americanus,1568.42,,424.49,,365.0,1250.24,1562.8,,36.57,37.0,3.54,2.5,96.0,67.84,153.7,210.95,,22.98,440.9,,42;95;362;409;410;543;730;811;816;989;1004;1110;1237;1297;1573;1822;1849;2124;2160;2314;2655,1.416,0.35884931506849316,0.7128328206087219
2114,Lagomorpha,Leporidae,Lepus,arcticus,Lepus arcticus,4412.73,,571.99,,,,,,51.99,,5.62,1.5,84.0,,,377.57,,,,,325;989;1004;1315;1573;2124;2218;2655,3.7466666666666666,,3.7466666666666666
2115,Lagomorpha,Leporidae,Lepus,brachyurus,Lepus brachyurus,2519.45,,499.99,,,,,,38.49,,2.13,2.5,,,,,,,,,2;95;989,0.852,,0.852
2116,Lagomorpha,Leporidae,Lepus,californicus,Lepus californicus,2422.48,,480.0,,,1311.0,2300.0,,41.77,,2.68,4.05,81.6,84.93,140.0,263.07,6.0,19.85,1838.74,,95;348;543;730;989;1018;1137;1194;1281;1297;1573;1822;1849;2124;2255;2655,0.6617283950617284,,0.6617283950617284
2117,Lagomorpha,Leporidae,Lepus,callotis,Lepus callotis,2608.16,,488.99,,,,,,,,2.48,3.0,,,,,,,,,84;324;511;989;2124;2655,0.8266666666666667,,0.8266666666666667
2118,Lagomorpha,Leporidae,Lepus,capensis,Lepus capensis,2047.11,,426.03,,,,,,41.99,39.1,2.44,3.0,,114.09,,172.43,,27.63,914.99,,95;730;989;1297;1315;1473;1573;1600;1601;1849;2655;2656,0.8133333333333334,0.2613808219178082,0.461074544037965
2119,Lagomorpha,Leporidae,Lepus,castroviejoi,Lepus castroviejoi,2822.41,,502.99,,,,,,,,1.95,,,,,,,,,,989;2210,,,
2120,Lagomorpha,Leporidae,Lepus,comus,Lepus comus,2015.56,,470.68,,,,,,,,2.44,2.0,,,,,,,,,52;989;1315,1.22,,1.22
2121,Lagomorpha,Leporidae,Lepus,coreanus,Lepus coreanus,,,465.0,,,,,,,,,,,,,,,,,,2;989,,,
2122,Lagomorpha,Leporidae,Lepus,corsicanus,Lepus corsicanus,,,,,,,,,,,,,,,,,,,,,,,,
2123,Lagomorpha,Leporidae,Lepus,europaeus,Lepus europaeus,3816.43,,526.0,,,,,,41.99,,2.14,4.4,144.0,123.0,,210.95,,,,,95;522;543;987;989;1573;1849;2210;2314;2338;2655,0.48636363636363633,,0.48636363636363633
2124,Lagomorpha,Leporidae,Lepus,fagani,Lepus fagani,,,,,,,,,,,,,,,,,,,,,,,,
2125,Lagomorpha,Leporidae,Lepus,flavigularis,Lepus flavigularis,2999.98,,549.77,,,,,,,,,,,,176.49,,,,,,84;575;1015;2124;2655,,,
2126,Lagomorpha,Leporidae,Lepus,granatensis,Lepus granatensis,2323.94,,459.0,,,,,,,,1.46,,,,,,,,,,2210,,,
2127,Lagomorpha,Leporidae,Lepus,habessinicus,Lepus habessinicus,2015.56,,,,,,,,,,,,,,,,,,,,989,,,
2128,Lagomorpha,Leporidae,Lepus,hainanus,Lepus hainanus,1511.67,,,,,,,,,,,,,,,,,,,,989,,,
2129,Lagomorpha,Leporidae,Lepus,insularis,Lepus insularis,,,,,,,,,,,,,,,,,,,,,,,,
2130,Lagomorpha,Leporidae,Lepus,mandshuricus,Lepus mandshuricus,1834.05,,,,,,,,,,2.39,,,,,,,,,,95;989,,,
2131,Lagomorpha,Leporidae,Lepus,microtis,Lepus microtis,1763.61,,450.0,,,,,,,,1.56,,,,,,,,,,989;1600;2655,,,
2132,Lagomorpha,Leporidae,Lepus,nigricollis,Lepus nigricollis,2294.25,,,,,,,,36.16,,1.76,7.15,,,,210.45,,,,,95;730;989;1297;1573;2326;2655,0.24615384615384614,,0.24615384615384614
2133,Lagomorpha,Leporidae,Lepus,oiostolus,Lepus oiostolus,2468.55,,465.4,,,,,,,,3.06,2.0,,,,,,,,,95;521;989;1297;1315,1.53,,1.53
2134,Lagomorpha,Leporidae,Lepus,othus,Lepus othus,4837.35,,575.12,,,,,,45.99,,6.15,1.0,,102.46,156.0,,,48.99,,,86;225;326;989;2124;2655,6.15,,6.150000000000001
2135,Lagomorpha,Leporidae,Lepus,peguensis,Lepus peguensis,2267.5,,,,,,,,,,,,,,,,,,,,989,,,
2136,Lagomorpha,Leporidae,Lepus,saxatilis,Lepus saxatilis,2593.63,,495.0,,,,,,38.49,,1.52,5.35,,98.0,,,,,,,989;1297;1601;2655;2656,0.2841121495327103,,0.2841121495327103
2137,Lagomorpha,Leporidae,Lepus,sinensis,Lepus sinensis,1607.41,,380.0,,,,,,,,,,,,,,,,,,2;989,,,
2138,Lagomorpha,Leporidae,Lepus,starcki,Lepus starcki,2760.67,,510.0,,,,,,,,,,,,,,,,,,95;989;1601;2655,,,
2139,Lagomorpha,Leporidae,Lepus,tibetanus,Lepus tibetanus,,,,,,,,,,,,,,,,,,,,,,,,
2140,Lagomorpha,Leporidae,Lepus,timidus,Lepus timidus,3105.42,,509.0,,,,,,50.1,,3.16,3.0,,113.49,,,,,,,2;94,1.0533333333333335,,1.0533333333333335
2141,Lagomorpha,Leporidae,Lepus,tolai,Lepus tolai,1589.0,,,,,,,,,,2.93,,,,,,,,,,989;2655,,,
2142,Lagomorpha,Leporidae,Lepus,townsendii,Lepus townsendii,3371.64,,512.99,,,1506.5,2620.0,,40.73,,4.49,3.29,96.0,89.99,,281.14,,29.23,736.99,,95;730;989;1004;1297;1788;1822;1849;2124;2655,1.364741641337386,,1.364741641337386
2143,Lagomorpha,Leporidae,Lepus,yarkandensis,Lepus yarkandensis,1460.41,,390.0,,,,,,,,3.9,2.5,,,,,,,365.21,253.32,95;989;1315;3098,1.56,,1.56
2144,Didelphimorphia,Didelphidae,Lestodelphys,halli,Lestodelphys halli,78.27,,136.34,,,,,,,,,,,,,,19.0,,,,889;1760;1886;1887;2151;2655,,,
2145,Paucituberculata,Caenolestidae,Lestoros,inca,Lestoros inca,23.07,,99.75,,,,,,,,,,,,,,,,,,511;890;1612;1760;2655,,,
2146,Carnivora,Herpestidae,Liberiictis,kuhni,Liberiictis kuhni,1825.47,,449.15,,,,,,,,,,,,,,,,,,1113;2655,,,
2147,Chiroptera,Phyllostomidae,Lichonycteris,obscura,Lichonycteris obscura,6.5,31.55,,,,,,,,,0.98,,,,,,,,,,108;890;1297;1658;2143;2151;2622;2655,,,
2148,Afrosoricida,Tenrecidae,Limnogale,mergulus,Limnogale mergulus,76.86,,144.99,,,72.31,77.7,,,,2.73,1.0,,,,,6.0,,,,253;511;899;1048;1822;2151;2333;2655;2722;2786,2.73,,2.73
2149,Rodentia,Muridae,Limnomys,bryophilus,Limnomys bryophilus,,,,,,,,,,,,,,,,,,,,,,,,
2150,Rodentia,Muridae,Limnomys,sibuanus,Limnomys sibuanus,,,128.82,,,,,,,,,,,,,,,,,,2152,,,
2151,Rodentia,Heteromyidae,Liomys,adspersus,Liomys adspersus,50.99,,124.62,,,,,,,,3.2,1.44,21.0,,,202.08,,,,,543;979;1297;2151;2655,2.2222222222222223,,2.2222222222222223
2152,Rodentia,Heteromyidae,Liomys,irroratus,Liomys irroratus,48.95,,115.55,,,53.87,48.1,,,,4.22,,,,,,,,,,827;1297;1822;2151;2655,,,
2153,Rodentia,Heteromyidae,Liomys,pictus,Liomys pictus,43.28,,114.13,19.0,,,,,25.16,,3.67,,,2.5,,111.11,,25.9,22.5,,568;730;884;982;1297;1929;2151;2655,,,
2154,Rodentia,Heteromyidae,Liomys,salvini,Liomys salvini,41.99,,107.97,14.0,,48.37,44.5,,27.68,,3.69,1.65,,1.9,,,,24.81,,,558;730;981;982;1297;1822;1849;2151;2655,2.2363636363636363,,2.2363636363636363
2155,Rodentia,Heteromyidae,Liomys,spectabilis,Liomys spectabilis,65.0,,,,,,,,,,,,,,,,,,,,2151;2655,,,
2156,Chiroptera,Phyllostomidae,Lionycteris,spurrelli,Lionycteris spurrelli,8.85,34.99,,,,,,,,,0.98,,,,,,,,,,196;889;1297;1658;2151;2622;2655,,,
2157,Cetacea,Iniidae,Lipotes,vexillifer,Lipotes vexillifer,112138.32,,1701.72,,,,,,319.37,730.0,1.0,,,,913.96,3367.31,,,,950.0,97;511;899;1297;2151;2655,,2.0,2.0
2158,Cetacea,Delphinidae,Lissodelphis,borealis,Lissodelphis borealis,113000.0,,,,,,,,,,,,,,,,,,,,2151;2655,,,
2159,Cetacea,Delphinidae,Lissodelphis,peronii,Lissodelphis peronii,116000.0,,,,,,,,,,,,,,,,,,,,2151;2655,,,
2160,Chiroptera,Pteropodidae,Lissonycteris,angolensis,Lissonycteris angolensis,68.31,73.08,105.16,,,,,,121.66,,0.99,2.0,,,,,,,,,77;196;258;266;272;1297;1601;1658;2017;2151;2655;2719;3071,0.495,,0.495
2161,Artiodactyla,Bovidae,Litocranius,walleri,Litocranius walleri,38804.37,,1500.0,,562.7,,,,204.15,240.77,1.0,,156.0,,,841.82,,,,,543;730;869;917;1297;1525;1848;2655;2693;2986,,0.6596438356164384,0.6596438356164384
2162,Carnivora,Phocidae,Lobodon,carcinophaga,Lobodon carcinophaga,224999.99,,2265.73,,1825.0,,,29.75,269.81,547.5,0.96,,468.0,20000.0,,1522.5,,31.32,103699.45,,367;543;890;905;1297;1763;2151;2655,,1.44,1.44
2163,Chiroptera,Phyllostomidae,Lonchophylla,bokermanni,Lonchophylla bokermanni,,40.0,,,,,,,,,,,,,,,,,,,889;1658;2151,,,
2164,Chiroptera,Phyllostomidae,Lonchophylla,dekeyseri,Lonchophylla dekeyseri,,35.99,,,,,,,,,,,,,,,,,,,889;1658;2151,,,
2165,Chiroptera,Phyllostomidae,Lonchophylla,handleyi,Lonchophylla handleyi,,45.99,,,,,,,,,,,,,,,,,,,889;1658;2151,,,
2166,Chiroptera,Phyllostomidae,Lonchophylla,hesperia,Lonchophylla hesperia,,38.49,,,,,,,,,,,,,,,,,,,889;1658;2151,,,
2167,Chiroptera,Phyllostomidae,Lonchophylla,mordax,Lonchophylla mordax,21.56,33.86,,,,,,,,,0.98,,,,,,,,,,108;196;889;1297;1658;2151;2622;2655;3037,,,
2168,Chiroptera,Phyllostomidae,Lonchophylla,robusta,Lonchophylla robusta,13.72,42.5,,,,,,,,,0.98,,,,,,,,,,889;1297;1658;2151;2622;2655,,,
2169,Chiroptera,Phyllostomidae,Lonchophylla,thomasi,Lonchophylla thomasi,7.09,32.49,,,,,,,,,0.98,,,,,,,,,,196;889;1297;1658;2151;2622;2655;2719,,,
2170,Chiroptera,Phyllostomidae,Lonchorhina,aurita,Lonchorhina aurita,15.38,51.05,,,,,,,,,0.98,1.0,,,,,,,,,108;196;889;1297;1658;1742;2151;2622;2655;2719,0.98,,0.98
2171,Chiroptera,Phyllostomidae,Lonchorhina,fernandezi,Lonchorhina fernandezi,,42.5,,,,,,,,,,,,,,,,,,,1658;2151,,,
2172,Chiroptera,Phyllostomidae,Lonchorhina,inusitata,Lonchorhina inusitata,,,,,,,,,,,,,,,,,,,,,,,,
2173,Chiroptera,Phyllostomidae,Lonchorhina,marinkellei,Lonchorhina marinkellei,17.67,59.5,,,,,,,,,,,,,,,,,,,1658;2151;2622;2655,,,
2174,Chiroptera,Phyllostomidae,Lonchorhina,orinocensis,Lonchorhina orinocensis,9.04,43.0,,,,,,,,,,,,,,,,,,,889;1658;2151;2622;2655,,,
2175,Rodentia,Echimyidae,Lonchothrix,emiliae,Lonchothrix emiliae,138.2,,,,,,,,,,,,,,,,,,,,905;2655,,,
2176,Carnivora,Mustelidae,Lontra,canadensis,Lontra canadensis,8087.42,,683.1,33.12,730.0,,,225.0,58.4,365.0,2.67,,300.0,135.94,,729.99,4.0,121.66,,,543;1113;1297;2338;2655,,2.67,2.67
2177,Carnivora,Mustelidae,Lontra,felina,Lontra felina,11195.36,,676.55,,,,,,75.97,365.0,2.54,,,,,,,,,,890;1113;1297;2655,,2.54,2.54
2178,Carnivora,Mustelidae,Lontra,longicaudis,Lontra longicaudis,6554.97,,600.05,,,,,,,,3.69,,,,,,,,,,890;1113;1297;2151;2655,,,
2179,Carnivora,Mustelidae,Lontra,provocax,Lontra provocax,7499.98,,588.17,,,,,,,,,,,,,,,,,,890;1113;2655,,,
2180,Rodentia,Cricetidae,Lophiomys,imhausi,Lophiomys imhausi,755.0,,,,,,,,,,1.58,,90.0,,,,,39.7,,,543;1297;2655,,,
2181,Primates,Cercopithecidae,Lophocebus,albigena,Lophocebus albigena,7418.71,,521.55,,1474.6,,,,182.64,770.15,1.01,,392.4,498.58,,2525.48,,211.71,2170.0,,208;543;730;904;1297;1347;1544;1547;1611;1763;1767;1848;1979;2344;2463;2489;2493;2655;2660;2878;2986,,2.1311,2.1311
2182,Primates,Cercopithecidae,Lophocebus,aterrimus,Lophocebus aterrimus,6510.37,,510.0,,,,,,,,,,321.6,,,,,,,,543;1347;1544;1547;1848;2151;2344,,,
2183,Primates,Cercopithecidae,Lophocebus,opdenboschi,Lophocebus opdenboschi,,,,,,,,,,,,,,,,,,,,,,,,
2184,Chiroptera,Phyllostomidae,Lophostoma,brasiliense,Lophostoma brasiliense,9.76,36.5,,,,,,,,,0.98,,,,,,,,,,889;1297;1658;2151;2622;2655,,,
2185,Chiroptera,Phyllostomidae,Lophostoma,carrikeri,Lophostoma carrikeri,22.35,46.5,,,,,,,,,,2.0,,,,,,,,,889;890;1185;1658;1921;2151;2655;3023,,,
2186,Chiroptera,Phyllostomidae,Lophostoma,evotis,Lophostoma evotis,20.58,49.97,,,,,,,,,1.0,1.0,,,,,,,,,752;889;1658;1968;2151;2655,1.0,,1.0
2187,Chiroptera,Phyllostomidae,Lophostoma,schulzi,Lophostoma schulzi,18.02,42.61,,,,,,,,,,,,,,,,,,,196;889;1185;1658;2151;2655,,,
2188,Chiroptera,Phyllostomidae,Lophostoma,silvicolum,Lophostoma silvicolum,32.29,54.5,,,,,,,,,0.99,2.0,,,,,,,,,108;196;752;889;1297;1658;1968;2151;2655,0.495,,0.495
2189,Rodentia,Muridae,Lophuromys,angolensis,Lophuromys angolensis,,,,,,,,,,,,,,,,,,,,,,,,
2190,Rodentia,Muridae,Lophuromys,ansorgei,Lophuromys ansorgei,,,,,,,,,,,,,,,,,,,,,,,,
2191,Rodentia,Muridae,Lophuromys,aquilus,Lophuromys aquilus,,,,,,,,,,,,,,,,,,,,,,,,
2192,Rodentia,Muridae,Lophuromys,brevicaudus,Lophuromys brevicaudus,,,,,,,,,,,,,,,,,,,,,,,,
2193,Rodentia,Muridae,Lophuromys,brunneus,Lophuromys brunneus,,,,,,,,,,,,,,,,,,,,,,,,
2194,Rodentia,Muridae,Lophuromys,chrysopus,Lophuromys chrysopus,,,,,,,,,,,,,,,,,,,,,,,,
2195,Rodentia,Muridae,Lophuromys,dieterleni,Lophuromys dieterleni,,,,,,,,,,,,,,,,,,,,,,,,
2196,Rodentia,Muridae,Lophuromys,dudui,Lophuromys dudui,,,,,,,,,,,,,,,,,,,,,,,,
2197,Rodentia,Muridae,Lophuromys,eisentrauti,Lophuromys eisentrauti,,,,,,,,,,,,,,,,,,,,,,,,
2198,Rodentia,Muridae,Lophuromys,flavopunctatus,Lophuromys flavopunctatus,57.07,,122.1,5.75,,,,,30.7,,2.3,,,6.5,48.0,61.02,,42.72,15.49,,456;730;773;1243;1297;1399;2655,,,
2199,Rodentia,Muridae,Lophuromys,huttereri,Lophuromys huttereri,,,,,,,,,,,,,,,,,,,,,,,,
2200,Rodentia,Muridae,Lophuromys,luteogaster,Lophuromys luteogaster,,,,,,,,,,,1.0,,,,,,,,,,1297;2361,,,
2201,Rodentia,Muridae,Lophuromys,medicaudatus,Lophuromys medicaudatus,,,,,,,,,,,,,,,,,,,,,,,,
2202,Rodentia,Muridae,Lophuromys,melanonyx,Lophuromys melanonyx,10.2,,,,,,,,,,,,,,,,,,,,2655,,,
2203,Rodentia,Muridae,Lophuromys,nudicaudus,Lophuromys nudicaudus,32.59,,,,,,,,,,1.55,,,,,,,,,,1297;2399,,,
2204,Rodentia,Muridae,Lophuromys,rahmi,Lophuromys rahmi,,,,,,,,,,,1.94,,,,,,,,,,1297,,,
2205,Rodentia,Muridae,Lophuromys,roseveari,Lophuromys roseveari,,,,,,,,,,,,,,,,,,,,,,,,
2206,Rodentia,Muridae,Lophuromys,sikapusi,Lophuromys sikapusi,62.72,,118.07,,,,,,,,3.0,,,7.8,,,,13.67,13.61,,730;1254;1256;1297;2112;2655,,,
2207,Rodentia,Muridae,Lophuromys,verhageni,Lophuromys verhageni,,,,,,,,,,,,,,,,,,,,,,,,
2208,Rodentia,Muridae,Lophuromys,woosnami,Lophuromys woosnami,42.14,,,,,,,,32.0,,1.97,,,9.5,,,,,,,1297;2361;2655,,,
2209,Rodentia,Muridae,Lophuromys,zena,Lophuromys zena,,,,,,,,,,,,,,,,,,,,,,,,
2210,Rodentia,Muridae,Lorentzimys,nouhuysi,Lorentzimys nouhuysi,14.44,,81.57,,,,,,,,2.75,,,,,,6.0,,,,456;977;1297;1461;2152;2655;2803,,,
2211,Primates,Lorisidae,Loris,lydekkerianus,Loris lydekkerianus,254.06,,,,,,,,,,,,,,,,,,,,1547,,,
2212,Primates,Lorisidae,Loris,tardigradus,Loris tardigradus,249.22,,224.49,,547.5,284.0,128.0,,165.99,182.5,1.44,,196.8,11.0,,350.76,,167.49,139.0,,208;223;511;543;730;1015;1297;1544;1547;1577;1848;2151;2344;2489;2493;2511;2655;2660;2986,,0.72,0.72
2213,Proboscidea,Elephantidae,Loxodonta,africana,Loxodonta africana,3824539.93,,,,3467.5,,,,660.0,1825.0,0.84,,960.0,105000.0,1198.63,4977.64,2.0,1088.8,550616.56,,511;543;730;854;899;931;1297;1573;1577;1745;1763;2195;2313;2338;2655;2755;2820;2949;2986,,4.199999999999999,4.199999999999999
2214,Proboscidea,Elephantidae,Loxodonta,cyclotis,Loxodonta cyclotis,4750000.01,,,,,,,,,,,,,,,,,,,,904;1874;2607;2832,,,
2215,Rodentia,Cricetidae,Loxodontomys,micropus,Loxodontomys micropus,70.76,,,,,97.81,62.3,,,,4.16,,,,,68.97,,,,,424;730;890;1297;1822;2008;2242;2655,,,
2216,Rodentia,Cricetidae,Loxodontomys,pikumche,Loxodontomys pikumche,,,,,,,,,,,,,,,,,,,,,,,,
2217,Rodentia,Cricetidae,Lundomys,molitor,Lundomys molitor,238.49,,,,,,,,,,2.91,,,,,,,,,,890;905;1297;2655,,,
2218,Carnivora,Mustelidae,Lutra,lutra,Lutra lutra,8868.69,,687.94,35.87,,4005.0,8900.0,238.0,64.27,365.0,2.01,1.0,264.0,284.99,,700.76,6.0,100.8,,,367;543;1113;1297;2655;2986,2.01,2.01,2.01
2219,Carnivora,Mustelidae,Lutra,nippon,Lutra nippon,,,,,,,,,,,,,,,,,,,,,,,,
2220,Carnivora,Mustelidae,Lutra,sumatrana,Lutra sumatrana,5970.68,,762.81,,,,,,,,,,,,,,4.0,,,,1113;2655,,,
2221,Didelphimorphia,Didelphidae,Lutreolina,crassicaudata,Lutreolina crassicaudata,554.77,,324.99,,,406.0,812.0,,14.0,,7.71,2.0,36.0,,,,9.0,,,,543;889;890;1297;1412;1760;1822;1890;2151;2655,3.855,,3.8550000000000004
2222,Carnivora,Mustelidae,Lutrogale,perspicillata,Lutrogale perspicillata,8912.49,,787.64,,,,,,63.31,,3.24,,180.0,,,943.94,,72.53,,,730;1015;1113;1297;2655,,,
2223,Carnivora,Canidae,Lycalopex,culpaeus,Lycalopex culpaeus,8616.24,,720.34,,,,,,58.72,365.0,4.88,,,167.99,,377.37,,48.22,,,890;1113;1297;1473;1573;2655,,4.88,4.88
2224,Carnivora,Canidae,Lycalopex,fulvipes,Lycalopex fulvipes,,,,,,,,,,,,,,,,,,,,,,,,
2225,Carnivora,Canidae,Lycalopex,griseus,Lycalopex griseus,,,,,,,,,,,,,,,,,,,,,,,,
2226,Carnivora,Canidae,Lycalopex,gymnocercus,Lycalopex gymnocercus,4542.67,,619.15,,,,,,59.23,365.0,3.09,,164.4,,,,,,,,543;890;1113;1297;2655,,3.09,3.09
2227,Carnivora,Canidae,Lycalopex,sechurae,Lycalopex sechurae,4234.0,,558.91,,,,,,,,,,,,,,,,,,890;1113;2655,,,
2228,Carnivora,Canidae,Lycalopex,vetulus,Lycalopex vetulus,4233.47,,600.05,,,,,,,365.0,3.0,,,,,,,,,,890;1113;2655,,3.0,3.0000000000000004
2229,Carnivora,Canidae,Lycaon,pictus,Lycaon pictus,21999.99,,923.86,11.94,927.7,10259.65,15375.0,390.0,71.18,355.87,8.1,,132.0,297.45,,817.15,12.0,27.28,,,367;542;543;730;1113;1297;1573;1822;2655,,7.897389041095891,7.89738904109589
2230,Carnivora,Mustelidae,Lyncodon,patagonicus,Lyncodon patagonicus,225.0,,323.41,,,,,,,,,,,,,,6.0,,,,1113;2655,,,
2231,Carnivora,Felidae,Lynx,canadensis,Lynx canadensis,9682.82,,702.3,14.0,,,,,62.5,365.0,2.73,,321.0,204.0,,672.9,,111.36,,,542;730;1113;1297;1573;2655,,2.73,2.73
2232,Carnivora,Felidae,Lynx,lynx,Lynx lynx,19300.0,,851.2,11.94,,,,239.99,66.99,365.0,2.3,1.0,321.6,289.0,,739.52,,81.85,,,542;543;730;1113;1297;1573;2338;2655,2.3,2.3,2.3
2233,Carnivora,Felidae,Lynx,pardinus,Lynx pardinus,11050.0,,960.08,,,,,,69.44,,2.5,,,,,,,,,,542;1113;1297;1573;2655,,,
2234,Carnivora,Felidae,Lynx,rufus,Lynx rufus,6374.47,,689.81,8.0,547.5,2665.2,6200.0,365.0,59.99,365.0,2.76,,388.0,300.0,,668.22,,59.99,,,367;542;543;1113;1297;1573;2338;2620;2655,,2.76,2.7599999999999993
2235,Primates,Cercopithecidae,Macaca,arctoides,Macaca arctoides,9358.04,,599.99,,1551.25,,,,176.6,544.6,1.01,,360.0,488.99,,1570.01,,377.66,2300.0,,208;543;1297;1544;1547;1577;1611;1767;1768;1848;2344;2489;2493;2655;2660,,1.5069753424657535,1.5069753424657535
2236,Primates,Cercopithecidae,Macaca,assamensis,Macaca assamensis,8546.89,,605.0,,,,,,,,,,,,,,,,,,1544;1547;1848;1979;2344;2655,,,
2237,Primates,Cercopithecidae,Macaca,cyclopis,Macaca cyclopis,5748.94,,560.0,,,,,,161.06,462.33,1.0,,,399.86,,1650.01,,205.24,,,1297;1544;1547;1767;1848;2276;2344;2655,,1.2666575342465751,1.2666575342465751
2238,Primates,Cercopithecidae,Macaca,fascicularis,Macaca fascicularis,4569.32,,515.0,,1410.72,,,,164.69,398.45,1.0,1.0,456.0,328.76,,1319.5,,283.53,854.16,,208;543;679;730;1297;1347;1544;1547;1577;1763;1767;1848;1979;2151;2344;2489;2493;2655;2660;2915;2986,1.0,1.0916438356164384,1.0448176087798475
2239,Primates,Cercopithecidae,Macaca,fuscata,Macaca fuscata,10114.76,,826.71,,1879.75,,,,172.99,486.66,1.02,1.0,396.0,501.57,,1460.77,,265.04,2250.7,,208;543;1015;1297;1544;1547;1611;1763;1767;1848;2142;2338;2344;2489;2493;2655;2660;2986;3064,1.02,1.3599813698630139,1.1777864820332564
2240,Primates,Cercopithecidae,Macaca,hecki,Macaca hecki,,,,,,,,,,,,,,,,,,,,,1544,,,
2241,Primates,Cercopithecidae,Macaca,leonina,Macaca leonina,,,,,,,,,,,,,,,,,,,,,,,,
